element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,4,"=""""","=""18.6709""","=""""","=""3.14e+08""",C,"=""67272.3""","=""602865.7""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.9d""","=""3D""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""18.6759""","=""""","=""2.09e+07""",D,"=""67416.3""","=""602865.7""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""18.6759""","=""""","=""7.56e+08""",B,"=""67416.3""","=""602865.7""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""3""",,"=""T5600c20""","=""""",
N,4,"=""""","=""18.6759""","=""""","=""1.88e+08""",C,"=""67416.3""","=""602865.7""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""2""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""18.7121""","=""""","=""1.57e+07""",D,"=""67209.2""","=""601621.5""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.9s""","=""3S""","=""1""",,"=""T5600c20""","=""""",
N,4,"=""""","=""18.7144""","=""""","=""4.70e+07""",D,"=""67272.3""","=""601621.5""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.9s""","=""3S""","=""1""",,"=""T5600c20""","=""""",
N,4,"=""""","=""18.7194""","=""""","=""7.81e+07""",D,"=""67416.3""","=""601621.5""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.9s""","=""3S""","=""1""",,"=""T5600c20""","=""""",
N,6,"=""""","=""18.7896""","=""""","=""1.125e+10""",AA,"=""3473790""","=""4006000""","=""1s.2p""","=""1P*""","=""1""","=""1s.3s""","=""1S""","=""0""",,"=""T5997""","=""""",
N,4,"=""""","=""18.8582""","=""""","=""1.01e+07""",D,"=""67209.2""","=""597481.6""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.8s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8605""","=""""","=""3.02e+07""",D,"=""67272.3""","=""597481.6""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8656""","=""""","=""5.03e+07""",D,"=""67416.3""","=""597481.6""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8744""","=""""","=""4.96e+08""",C+,"=""67209.2""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.8d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8767""","=""""","=""6.69e+08""",B,"=""67272.3""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8767""","=""""","=""3.72e+08""",C+,"=""67272.3""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8818""","=""""","=""2.47e+07""",D,"=""67416.3""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8818""","=""""","=""8.91e+08""",B,"=""67416.3""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""3""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.8818""","=""""","=""2.23e+08""",C+,"=""67416.3""","=""597026.8""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.9363""","=""""","=""2.00e+08""",C,"=""67209.2""","=""595296.3""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.9385""","=""""","=""6.00e+08""",C+,"=""67272.3""","=""595296.3""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""18.9437""","=""""","=""9.99e+08""",B,"=""67416.3""","=""595296.3""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*<3/2>).4p""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,5,"=""""","=""19.0155""","=""""","=""1.15e+09""",B+,"=""80463.2""","=""606348.8""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
N,5,"=""""","=""19.0249""","=""""","=""2.30e+09""",B+,"=""80721.9""","=""606348.8""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""T5118LS""","=""""",
N,4,"=""""","=""19.1228""","=""""","=""8.79e+08""",C+,"=""130693.9""","=""653629.9""","=""1s2.2s.2p""","=""1P*""","=""1""","=""1s2.2p.(2P*<1/2>).6p""","=""1P""","=""1""",,"=""T5633""","=""""",
N,4,"=""""","=""19.1649""","=""""","=""6.52e+08""",B,"=""67272.3""","=""589059.3""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).4p""","=""3P""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1651""","=""""","=""8.69e+08""",C+,"=""67209.2""","=""588991.2""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).4p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1674""","=""""","=""6.51e+08""",C+,"=""67272.3""","=""588991.2""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).4p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""19.17""","=""19.1702""","=""400""","=""1.95e+09""",B,"=""67416.3""","=""589059.3""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).4p""","=""3P""","=""2""",,"=""T5633LS""","=""L1356""",
N,4,"=""""","=""19.1727""","=""""","=""1.08e+09""",B,"=""67416.3""","=""588991.2""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).4p""","=""3P""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1748""","=""""","=""2.60e+09""",C+,"=""67272.3""","=""588790.1""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).4p""","=""3P""","=""0""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1875""","=""""","=""7.27e+08""",C+,"=""67209.2""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1898""","=""""","=""9.81e+08""",B,"=""67272.3""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1898""","=""""","=""5.45e+08""",C+,"=""67272.3""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1951""","=""""","=""3.63e+07""",D,"=""67416.3""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1951""","=""""","=""1.31e+09""",B,"=""67416.3""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""3""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.1951""","=""""","=""3.27e+08""",C+,"=""67416.3""","=""588382.6""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.2823""","=""""","=""3.58e+08""",C,"=""0.0""","=""518610.5""","=""1s2.2s2""","=""1S""","=""0""","=""1s2.2p.(2P*<3/2>).3d""","=""1P*""","=""1""",,"=""T5633""","=""""",
N,4,"=""""","=""19.2854""","=""""","=""1.47e+09""",B,"=""67272.3""","=""585798.1""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).4p""","=""3D""","=""2""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.2859""","=""""","=""1.96e+09""",B,"=""67416.3""","=""585929.8""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).4p""","=""3D""","=""3""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.2864""","=""""","=""1.09e+09""",B,"=""67209.2""","=""585709.5""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.2887""","=""""","=""8.18e+08""",C+,"=""67272.3""","=""585709.5""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""19.29""","=""19.2908""","=""400""","=""4.91e+08""",C+,"=""67416.3""","=""585798.1""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).4p""","=""3D""","=""2""",,"=""T5633LS""","=""L1356""",
N,4,"=""""","=""19.2941""","=""""","=""5.45e+07""",D,"=""67416.3""","=""585709.5""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2p.(2P*).4p""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.3137""","=""""","=""1.59e+08""",C,"=""67209.2""","=""584977.1""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.7s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.3160""","=""""","=""4.78e+08""",C+,"=""67272.3""","=""584977.1""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.7s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.3214""","=""""","=""7.96e+08""",C+,"=""67416.3""","=""584977.1""","=""1s2.2s.2p""","=""3P*""","=""2""","=""1s2.2s.7s""","=""3S""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.5183""","=""""","=""4.06e+08""",C+,"=""175535.4""","=""687875.8""","=""1s2.2p2""","=""3P""","=""0""","=""1s2.2p.(2P*).10d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.5210""","=""""","=""5.49e+08""",B,"=""175608.1""","=""687875.8""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.(2P*).10d""","=""3D*""","=""2""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.5210""","=""""","=""3.05e+08""",C+,"=""175608.1""","=""687875.8""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.(2P*).10d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.5258""","=""""","=""2.03e+07""",D,"=""175732.9""","=""687875.8""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).10d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.5258""","=""""","=""7.31e+08""",B,"=""175732.9""","=""687875.8""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).10d""","=""3D*""","=""3""",,"=""T5600c20""","=""""",
N,4,"=""""","=""19.5258""","=""""","=""1.83e+08""",C+,"=""175732.9""","=""687875.8""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).10d""","=""3D*""","=""2""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.6789""","=""""","=""5.61e+08""",C+,"=""175535.4""","=""683692.6""","=""1s2.2p2""","=""3P""","=""0""","=""1s2.2p.(2P*).9d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.6818""","=""""","=""4.21e+08""",C+,"=""175608.1""","=""683692.6""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.(2P*).9d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""""",
N,4,"=""""","=""19.6818""","=""""","=""7.57e+08""",B,"=""175608.1""","=""683692.6""","=""1s2.2p2""","=""3P""","=""1""","=""1s2.2p.(2P*).9d""","=""3D*""","=""2""",,"=""T5600c20,LS""","=""""",
N,4,"=""19.687""","=""19.6866""","=""500*""","=""2.80e+07""",D,"=""175732.9""","=""683692.6""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).9d""","=""3D*""","=""1""",,"=""T5600c20,LS""","=""L1356""",
N,4,"=""19.687""","=""19.6866""","=""500*""","=""1.01e+09""",B,"=""175732.9""","=""683692.6""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).9d""","=""3D*""","=""3""",,"=""T5600c20""","=""L1356""",
N,4,"=""19.687""","=""19.6866""","=""500*""","=""2.52e+08""",C+,"=""175732.9""","=""683692.6""","=""1s2.2p2""","=""3P""","=""2""","=""1s2.2p.(2P*).9d""","=""3D*""","=""2""",,"=""T5600c20,LS""","=""L1356""",
N,4,"=""""","=""19.6920""","=""""","=""1.59e+09""",B,"=""67209.2""","=""575030.5""","=""1s2.2s.2p""","=""3P*""","=""0""","=""1s2.2s.6d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
N,4,"=""""","=""19.6944""","=""""","=""1.19e+09""",B,"=""67272.3""","=""575030.5""","=""1s2.2s.2p""","=""3P*""","=""1""","=""1s2.2s.6d""","=""3D""","=""1""",,"=""T5633LS""","=""""",
