element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
N,1,"=""""","=""3638.8""","=""""","=""1.95e+05""",D+,"=""111501.368""","=""114249.5""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,5,"=""""","=""3646.3""","=""""","=""4.85e+04""",A,"=""615173.8""","=""617916.3""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""T5118LS""","=""""",
N,1,"=""""","=""3705.6""","=""""","=""1.84e+05""",D+,"=""111501.368""","=""114200.0""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""3717.2""","=""""","=""1.83e+05""",D+,"=""111501.368""","=""114191.6""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).6d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""3764.048""","=""""","=""2.73e+05""",D+,"=""107588.469""","=""110245.183""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3780.494""","=""""","=""4.26e+04""",D+,"=""111501.368""","=""114146.525""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""3791.274""","=""""","=""2.57e+05""",D+,"=""104615.470""","=""107253.106""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3799.915""","=""""","=""6.65e+04""",D+,"=""107588.469""","=""110220.107""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3816.048""","=""""","=""9.49e+05""",D+,"=""104825.110""","=""107445.622""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,6,"=""""","=""3816.7939""","=""""","=""6.08e+04""",A,"=""4013770""","=""4016390""","=""1s.3d""","=""1D""","=""2""","=""1s.3p""","=""1P*""","=""1""",,"=""T5997""","=""""",
N,1,"=""""","=""3821.315""","=""""","=""1.31e+05""",D+,"=""107628.283""","=""110245.183""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""3839.24""","=""""","=""1.07e+05""",C+,"=""211779.45""","=""214384.13""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T5520LS""","=""""",
N,1,"=""""","=""3858.287""","=""""","=""3.17e+05""",D+,"=""107628.283""","=""110220.107""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3867.14""","=""""","=""6.08e+05""",D+,"=""104859.73""","=""107445.622""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""3870.0""","=""""","=""1.64e+03""",B,"=""309131.2""","=""311715.2""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s2.4p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""3891.376""","=""""","=""3.90e+04""",D+,"=""111501.368""","=""114071.153""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""3895.115""","=""""","=""3.95e+04""",D+,"=""104615.470""","=""107182.788""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3906.98""","=""""","=""2.95e+05""",D+,"=""104886.10""","=""107445.622""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""3907.6""","=""""","=""6.38e+03""",B,"=""309131.2""","=""311690.3""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s2.4p""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,2,"=""""","=""3911.66""","=""""","=""3.03e+05""",C+,"=""211827.67""","=""214384.13""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""2""",,"=""T5520LS""","=""""",
N,3,"=""""","=""3937.8""","=""""","=""3.16e+05""",C+,"=""317747.7""","=""320287.2""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.4f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,5,"=""""","=""3947.3""","=""""","=""1.19e+06""",A,"=""709939.2""","=""712472.6""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,"=""T5118LS""","=""""",
N,3,"=""""","=""3952.6""","=""""","=""7.70e+03""",B,"=""309185.2""","=""311715.2""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.4p""","=""2P*""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""3954.510""","=""""","=""1.89e+05""",D+,"=""104654.030""","=""107182.788""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""3959.948""","=""""","=""3.70e+04""",D+,"=""111501.368""","=""114026.654""","=""2s2.2p2.(3P).5p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).7s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,5,"=""""","=""3962.0""","=""""","=""1.17e+06""",A,"=""709939.2""","=""712463.2""","=""1s2.6s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,"=""T5118LS""","=""""",
N,1,"=""""","=""3975.566""","=""""","=""4.14e+05""",D+,"=""107588.469""","=""110103.834""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""3986.0""","=""""","=""3.27e+05""",C+,"=""317779.5""","=""320288.3""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.4f""","=""2F*""","=""7/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""3986.600""","=""""","=""9.74e+04""",C,"=""105119.880""","=""107628.283""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""3986.70""","=""""","=""1.27e+05""",C+,"=""211749.35""","=""214257.69""","=""2s.2p2.(4P).3s""","=""3P""","=""0""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T5520LS""","=""""",
N,3,"=""""","=""3987.7""","=""""","=""2.18e+04""",C+,"=""317779.5""","=""320287.2""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.4f""","=""2F*""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""3991.9""","=""""","=""2.99e+03""",B,"=""309185.2""","=""311690.3""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s2.4p""","=""2P*""","=""1/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""4024.836""","=""""","=""8.52e+05""",C,"=""105143.710""","=""107628.283""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4030.569""","=""""","=""3.02e+05""",D+,"=""107445.622""","=""109926.661""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,2,"=""""","=""4035.12""","=""""","=""9.19e+04""",C+,"=""211779.45""","=""214257.69""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T5520LS""","=""""",
N,1,"=""""","=""4039.505""","=""""","=""1.97e+06""",D+,"=""107628.283""","=""110103.834""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4050.897""","=""""","=""9.29e+05""",C,"=""105119.880""","=""107588.469""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4086.218""","=""""","=""1.52e+06""",D+,"=""107588.469""","=""110035.720""","=""2s2.2p2.(3P).4p""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4093.754""","=""""","=""4.69e+04""",C,"=""104810.360""","=""107253.106""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""4110.98""","=""""","=""3.48e+05""",C+,"=""211779.45""","=""214211.96""","=""2s.2p2.(4P).3s""","=""3P""","=""1""","=""2s2.2p.5s""","=""3P*""","=""0""",,"=""T5520LS""","=""""",
N,2,"=""""","=""4115.19""","=""""","=""1.44e+05""",C+,"=""211827.67""","=""214257.69""","=""2s.2p2.(4P).3s""","=""3P""","=""2""","=""2s2.2p.5s""","=""3P*""","=""1""",,"=""T5520LS""","=""""",
N,1,"=""""","=""4124.121""","=""""","=""2.05e+04""",C,"=""110521.050""","=""112945.809""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4147.832""","=""""","=""2.77e+05""",D+,"=""107445.622""","=""109856.520""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""4153.795""","=""""","=""7.25e+05""",D+,"=""107628.283""","=""110035.720""","=""2s2.2p2.(3P).4p""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4156.267""","=""""","=""2.71e+05""",C,"=""110521.050""","=""112927.055""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4165.002""","=""""","=""2.79e+05""",C,"=""110544.850""","=""112945.809""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4197.792""","=""""","=""2.92e+04""",C,"=""110544.850""","=""112927.055""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4215.091""","=""""","=""9.02e+05""",C,"=""104810.360""","=""107182.788""","=""2s2.2p2.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4216.285""","=""""","=""8.58e+05""",C,"=""104881.350""","=""107253.106""","=""2s2.2p2.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4225.452""","=""""","=""2.62e+05""",D+,"=""107445.622""","=""109812.233""","=""2s2.2p2.(3P).4p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""4261.870""","=""""","=""1.31e+06""",C,"=""110544.850""","=""112891.238""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4286.363""","=""""","=""2.68e+05""",D+,"=""104144.820""","=""106477.800""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4364.015""","=""""","=""1.14e+06""",C,"=""110521.050""","=""112812.518""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4373.464""","=""""","=""2.65e+05""",D+,"=""110521.050""","=""112807.567""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4378.121""","=""""","=""6.34e+04""",D+,"=""110035.720""","=""112319.805""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4386.001""","=""""","=""2.62e+04""",D+,"=""110521.050""","=""112801.031""","=""2s2.2p2.(1D).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4409.817""","=""""","=""7.90e+04""",C,"=""110544.850""","=""112812.518""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2F""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4428.135""","=""""","=""2.45e+05""",D+,"=""110035.720""","=""112294.007""","=""2s2.2p2.(3P).5s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4432.269""","=""""","=""2.29e+05""",D+,"=""110544.850""","=""112801.031""","=""2s2.2p2.(1D).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).5d""","=""2P""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4432.290""","=""""","=""4.85e+05""",D+,"=""104221.630""","=""106477.800""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2S*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4512.694""","=""""","=""2.90e+05""",D+,"=""110103.834""","=""112319.805""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4520.879""","=""""","=""8.85e+04""",D+,"=""104825.110""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""4536.8""","=""""","=""2.66e+02""",B,"=""339744.6""","=""341948.8""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,3,"=""""","=""4539.1""","=""""","=""5.57e+03""",B,"=""339744.6""","=""341947.7""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""4565.849""","=""""","=""1.12e+05""",D+,"=""110103.834""","=""112294.007""","=""2s2.2p2.(3P).5s""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4575.455""","=""""","=""4.21e+03""",C,"=""104683.060""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4592.76""","=""""","=""3.62e+04""",D+,"=""104859.73""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4606.338""","=""""","=""5.38e+04""",D+,"=""104825.110""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""4640.59""","=""""","=""2.09e+04""",D,"=""164610.76""","=""166765.66""","=""2s2.2p.3p""","=""1P""","=""1""","=""2s.2p3""","=""1P*""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""4647.520""","=""""","=""7.90e+04""",C,"=""104716.950""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4650.451""","=""""","=""7.37e+03""",C,"=""104664.130""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4680.99""","=""""","=""1.52e+04""",D+,"=""104859.73""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4687.736""","=""""","=""9.20e+03""",C,"=""105119.880""","=""107253.106""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4691.754""","=""""","=""1.31e+05""",C,"=""104683.060""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,2,"=""""","=""4702.45""","=""""","=""4.07e+00""",D,"=""166765.66""","=""168892.21""","=""2s.2p3""","=""1P*""","=""1""","=""2s2.2p.3p""","=""3S""","=""1""",,"=""T7333""","=""""",
N,1,"=""""","=""4715.31""","=""""","=""9.28e+04""",D+,"=""104859.73""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4729.906""","=""""","=""1.47e+05""",C,"=""104664.130""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4739.49""","=""""","=""4.57e+04""",D+,"=""104886.10""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4740.694""","=""""","=""1.25e+05""",C,"=""105143.710""","=""107253.106""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4755.42""","=""""","=""6.47e+05""",C,"=""104765.77""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4762.590""","=""""","=""3.23e+03""",D+,"=""110220.107""","=""112319.805""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4767.560""","=""""","=""5.87e+05""",C,"=""104716.950""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4F""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4772.639""","=""""","=""5.76e+05""",C,"=""104683.060""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4774.179""","=""""","=""7.16e+05""",C,"=""104664.130""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4774.68""","=""""","=""1.79e+04""",D+,"=""104886.10""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,3,"=""""","=""4777.1""","=""""","=""4.55e+03""",B,"=""339855.5""","=""341948.8""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192LS""","=""""",
N,1,"=""""","=""4820.155""","=""""","=""6.23e+02""",D+,"=""110245.183""","=""112319.805""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4821.833""","=""""","=""1.24e+03""",D+,"=""110220.107""","=""112294.007""","=""2s2.2p2.(3P).4d""","=""2P""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4847.526""","=""""","=""1.12e+05""",C,"=""105119.880""","=""107182.788""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4880.849""","=""""","=""2.40e+03""",D+,"=""110245.183""","=""112294.007""","=""2s2.2p2.(3P).4d""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4893.505""","=""""","=""4.88e+04""",D+,"=""104825.110""","=""106868.635""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""7/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4900.04""","=""""","=""1.25e+04""",C,"=""104996.27""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4904.177""","=""""","=""1.21e+04""",C,"=""105143.710""","=""107182.788""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""2D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4929.70""","=""""","=""1.11e+05""",C,"=""105008.55""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4951.797""","=""""","=""4.85e+05""",C,"=""105017.600""","=""107037.069""","=""2s2.2p2.(3P).3d""","=""4D""","=""7/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""4971.01""","=""""","=""2.99e+04""",C,"=""104984.37""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5000.60""","=""""","=""1.88e+05""",C,"=""104996.27""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5009.74""","=""""","=""2.93e+05""",C,"=""104984.37""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4D""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5026.770""","=""""","=""1.35e+04""",D+,"=""104825.110""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5031.49""","=""""","=""3.64e+05""",C,"=""105008.55""","=""106996.032""","=""2s2.2p2.(3P).3d""","=""4D""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5039.79""","=""""","=""2.87e+05""",C,"=""104996.27""","=""106980.480""","=""2s2.2p2.(3P).3d""","=""4D""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4P*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5115.80""","=""""","=""2.99e+04""",D+,"=""104859.73""","=""106814.459""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""5/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5119.733""","=""""","=""2.13e+03""",D+,"=""104825.110""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5212.11""","=""""","=""2.16e+04""",D+,"=""104859.73""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5265.93""","=""""","=""6.53e+03""",D+,"=""104859.73""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5280.578""","=""""","=""2.34e+03""",B,"=""97770.180""","=""99663.912""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,"=""T5714n""","=""""",
N,1,"=""""","=""5284.75""","=""""","=""1.62e+04""",D+,"=""104886.10""","=""106778.337""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5339.675""","=""""","=""1.24e+04""",C,"=""110447.032""","=""112319.805""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""5340.08""","=""""","=""3.13e+04""",D+,"=""104886.10""","=""106758.731""","=""2s2.2p2.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p2.(3P).4p""","=""4D*""","=""1/2""",,"=""u18,LS""","=""""",
